FM;Tenants;Prefrences per tenant;Round;Current tenants;Time;F(Ct-1);F(Ct);
WindowsDaaS;7;3;3;7;8067;2.5375569710399995E12;2.924232319008E12;
WindowsDaaS;7;3;4;6;7989;9.2825271E9;1.01263932E10;
WindowsDaaS;7;3;5;5;7723;1.967328E7;1.967328E7;
WindowsDaaS;7;3;6;4;7801;650632.5;650632.5;
WindowsDaaS;7;3;7;3;6896;1968.75;1968.75;
WindowsDaaS;7;3;8;4;7146;442968.75;885937.5;
WindowsDaaS;7;3;9;5;7894;0.0;0.0;
WindowsDaaS;7;3;10;4;7567;0.0;384912.0;
WindowsDaaS;7;3;11;3;6943;14256.0;23760.0;
WindowsDaaS;7;3;12;4;7707;1856250.0;2970000.0;
WindowsDaaS;7;3;13;3;6958;12000.0;18000.0;
WindowsDaaS;7;3;14;4;6787;4262400.0;6630400.0;
WindowsDaaS;7;3;15;5;6772;2.96E8;1.184E9;
WindowsDaaS;7;3;16;6;8050;0.0;7.498666666666667E8;
WindowsDaaS;7;3;17;7;8752;8.396587008E10;3.3586348032E11;
WindowsDaaS;7;3;18;8;8800;1.1738341820620805E13;1.4005976035968E13;
WindowsDaaS;7;3;19;9;8643;NaN;NaN;
WindowsDaaS;7;3;20;8;9485;4.827914203591109E10;5.616145093973332E10;
WindowsDaaS;7;3;21;9;9829;1.3778275963881242E13;8.70031458041856E13;
WindowsDaaS;7;3;22;8;9299;2.4879620065781246E10;7.266428717625003E9;
WindowsDaaS;7;3;23;7;8800;3.1544638125E7;8.304058583333334E7;
WindowsDaaS;7;3;24;6;8363;1.5887867187499994E7;2.414130468750001E7;
WindowsDaaS;7;4;0;6;8627;4.694776611328125E9;3.1559331665039062E10;
WindowsDaaS;7;4;1;5;8128;1.5864589125E8;4.019029245E7;
WindowsDaaS;7;4;2;6;8784;4.396161144375E8;1.30172044275E9;
WindowsDaaS;7;4;3;7;9018;9.4605211008E10;2.9875329792E11;
WindowsDaaS;7;4;4;6;8347;2.2031422336E11;2.7829165056E11;
WindowsDaaS;7;4;5;5;6943;1.0322928E9;1.0322928E9;
WindowsDaaS;7;4;6;6;7193;NaN;NaN;
WindowsDaaS;7;4;7;5;7161;NaN;NaN;
WindowsDaaS;7;4;8;4;6865;0.0;0.0;
WindowsDaaS;7;4;9;3;6834;0.0;0.0;
WindowsDaaS;7;4;10;4;6662;NaN;NaN;
WindowsDaaS;7;4;11;5;7005;NaN;NaN;
WindowsDaaS;7;4;12;4;7692;330600.0;1102000.0000000002;
WindowsDaaS;7;4;13;3;7333;374900.39999999997;499867.19999999995;
WindowsDaaS;7;4;14;4;7598;2.092078125E7;5.0209875E7;
WindowsDaaS;7;4;15;3;6927;73080.0;109620.0;
WindowsDaaS;7;4;16;4;7769;2.90766E7;2.90766E7;
WindowsDaaS;7;4;17;5;8145;3.3214406400000005E9;3.3214406400000005E9;
WindowsDaaS;7;4;18;4;7551;3.6677088E7;3.6677088E7;
WindowsDaaS;7;4;19;3;7473;755334.375;998990.625;
WindowsDaaS;7;4;20;4;7848;1.892072E7;1.892072E7;
WindowsDaaS;7;4;21;5;8082;0.0;1.367375625E9;
WindowsDaaS;7;4;22;4;7551;1.5246E7;1.5246E7;
WindowsDaaS;7;4;23;5;8145;0.0;6.670124999999999E8;
WindowsDaaS;7;4;24;4;7707;483233.3333333332;483233.3333333332;
WindowsDaaS;7;5;0;8;9282;3.546740735999999E13;5.320111104E13;
WindowsDaaS;7;5;1;7;8799;3.008667923251199E12;7.736574659788801E12;
WindowsDaaS;7;5;2;6;7629;5.9540989132799995E10;5.9540989132799995E10;
WindowsDaaS;7;5;3;5;7786;4302592.0;4302592.0;
WindowsDaaS;7;5;4;4;7052;571536.0;571536.0;
WindowsDaaS;7;5;5;3;6912;46099.2;72990.4;
WindowsDaaS;7;5;6;4;7208;9534412.799999999;1.5255060479999997E7;
WindowsDaaS;7;5;7;3;6678;84700.0;84700.0;
WindowsDaaS;7;5;8;4;7084;6131220.479999999;6131220.479999999;
WindowsDaaS;7;5;9;3;6818;6451.199999999999;6451.199999999999;
WindowsDaaS;7;5;10;4;7614;3380783.616;4845023.232;
WindowsDaaS;7;5;11;5;7833;4.764874137333333E8;4.764874137333333E8;
WindowsDaaS;7;5;12;6;8362;1.8104859666432E10;2.0287461325824E10;
WindowsDaaS;7;5;13;7;9065;7.487611226726398E10;2.4795575304192E11;
WindowsDaaS;7;5;14;8;9205;4.475498881351681E12;9.323956002816E12;
WindowsDaaS;7;5;15;7;8847;7.13276928E11;4.5649723391999994E11;
WindowsDaaS;7;5;16;6;7926;1.157255424E11;4.629021696E11;
WindowsDaaS;7;5;17;5;6959;1.14354828E9;1.14354828E9;
WindowsDaaS;7;5;18;6;8425;1.7936766539999994E11;2.0382689249999994E11;
WindowsDaaS;7;5;19;5;7864;3.2359219199999995E9;3.2359219199999995E9;
WindowsDaaS;7;5;20;4;7239;8643023.999999998;8643023.999999998;
WindowsDaaS;7;5;21;3;6927;19699.199999999997;14515.199999999999;
WindowsDaaS;7;5;22;4;7474;3413975.039999999;9266503.679999998;
WindowsDaaS;7;5;23;3;7006;254015.99999999997;254015.99999999997;
WindowsDaaS;7;5;24;4;7099;1.1400188100000001E7;1.8000297E7;
WindowsDaaS;7;6;0;8;9375;4.320628593379555E15;3.4488387885069615E15;
WindowsDaaS;7;6;1;9;9673;5.3085133444010317E17;2.349823927779328E17;
WindowsDaaS;7;6;2;8;9486;0.0;9.708071473842208E15;
WindowsDaaS;7;6;3;7;9033;1.2013400816326531E14;8.533492897959183E13;
WindowsDaaS;7;6;4;6;9127;1.256156761137704E12;2.3707747322880615E12;
WindowsDaaS;7;6;5;7;8753;9.096919076044799E12;2.6598572163072E13;
WindowsDaaS;7;6;6;6;8581;1.930874609664E11;1.58083301376E11;
WindowsDaaS;7;6;7;5;8097;2.457569079E9;3.75291332325E9;
WindowsDaaS;7;6;8;4;7941;9.767931264E7;9.042153120000002E7;
WindowsDaaS;7;6;9;3;7239;604560.1851851849;604560.1851851849;
WindowsDaaS;7;6;10;4;7489;1025037.0370370368;1628000.0000000002;
WindowsDaaS;7;6;11;3;7318;139320.0;139320.0;
WindowsDaaS;7;6;12;4;7848;4.329353571428572E7;5.772471428571428E7;
WindowsDaaS;7;6;13;5;8019;2.7104536659375E9;4.36684201734375E9;
WindowsDaaS;7;6;14;6;8581;1.1358091552499997E11;1.6425369021599997E11;
WindowsDaaS;7;6;15;5;8129;227093.46679687497;111998.32031249999;
WindowsDaaS;7;6;16;4;7769;7756.559999999999;21432.600000000002;
WindowsDaaS;7;6;17;5;8112;1.2988155600000001E7;6277608.539999999;
WindowsDaaS;7;6;18;4;7739;11099.025;11099.025;
WindowsDaaS;7;6;19;5;8222;1709249.8499999999;2246486.4;
WindowsDaaS;7;7;0;8;9064;2.5845830549870615E15;4.894702902919837E15;
WindowsDaaS;7;7;1;7;9875;1.300854055538939E14;8.155709114159019E13;
WindowsDaaS;7;7;2;6;8534;1.1646820224E12;1.794858912E12;
WindowsDaaS;7;7;3;5;8269;4.6405653507924095E10;4.134665208673471E10;
WindowsDaaS;7;7;4;4;7754;6.000857338775511E8;7.94231118367347E8;
WindowsDaaS;7;7;5;5;8191;1.8837293348571426E10;1.8837293348571426E10;
WindowsDaaS;7;7;6;4;7879;1.2512694857142856E7;1.5206399999999998E7;
WindowsDaaS;7;7;7;5;8144;9.536882142857141E9;8.90109E9;
WindowsDaaS;7;7;8;4;7661;1.85439375E8;3.152469375E8;
WindowsDaaS;7;7;9;5;8144;1.3663961089365236E10;1.8877334444472652E10;
WindowsDaaS;7;7;10;6;8628;3.9270236179591835E8;3.9270236179591835E8;
WindowsDaaS;7;7;11;5;8238;1.1923333333333334E7;1.1923333333333334E7;
WindowsDaaS;7;7;12;4;7567;15680.0;15680.0;
WindowsDaaS;7;7;13;5;8051;6570666.666666666;4.642133333333334E7;
WindowsDaaS;7;7;14;4;7723;3655680.0;3655680.0;
WindowsDaaS;7;7;15;5;8160;2.4250055862857142E8;2.5019367979885715E8;
WindowsDaaS;7;7;16;6;8612;525887.9838367346;1373793.0612244897;
WindowsDaaS;7;7;17;7;8768;1.2735754160320106E8;2.117823372813411E7;
WindowsDaaS;7;7;18;6;8456;46894.53125;230629.38888888885;
WindowsDaaS;7;7;19;7;8815;5.019511466666666E7;7.787520000000001E7;
WindowsDaaS;7;7;20;6;8737;2.14032E7;2.2353407999999996E7;
WindowsDaaS;7;7;21;7;8986;1.6663621110855467E9;1.3782922335000005E9;
WindowsDaaS;7;7;22;8;9455;1.655249625E12;7.6573287E11;
WindowsDaaS;7;7;23;9;9626;6.770497740541974E12;6.770497740541974E12;
WindowsDaaS;7;7;24;8;9267;3.72815625E10;4.032861328125001E10;
WindowsDaaS;7;8;0;8;9328;1.1612235295650816E16;1.202274595746972E16;
WindowsDaaS;7;8;1;9;9579;2.6557333809864044E18;1.1245960779571049E18;
WindowsDaaS;7;8;2;10;9939;6.2704713546288352E16;8.4221971981703728E16;
WindowsDaaS;7;8;3;9;9361;5.5023345765983234E13;5.5023345765983234E13;
WindowsDaaS;7;8;4;10;9766;2.1873260744384765E15;1.1682612584999998E15;
WindowsDaaS;7;8;5;9;9423;8.379362962962963E12;1.1535073028645832E13;
WindowsDaaS;7;8;6;8;9143;2.2281363401923832E10;1.462608464625E10;
WindowsDaaS;7;8;7;7;8783;4.326370370370371E9;4.415787037037037E9;
WindowsDaaS;7;8;8;6;8535;1.3247361111111114E7;2.0159027777777772E7;
WindowsDaaS;7;8;9;5;8128;1160000.0;1778666.6666666667;
WindowsDaaS;7;8;10;6;8550;7.765781333333333E8;6.457416E8;
WindowsDaaS;7;8;11;5;8128;3305555.5555555555;3305555.5555555555;
WindowsDaaS;7;8;12;6;8518;1.4879445153061223E9;1.7952374043367343E9;
WindowsDaaS;7;8;13;5;8191;7678.4677734375;9214.161328125;
WindowsDaaS;7;8;14;4;7895;2389.6392187499996;3135.61125;
WindowsDaaS;7;8;15;3;7255;156.9375;189.6328125;
WindowsDaaS;7;8;16;4;7817;143792.7734375;183475.62255859375;
WindowsDaaS;7;8;17;5;8144;7.680196875E7;7.379566071428573E7;
WindowsDaaS;7;8;18;4;7645;2452885.420408163;1813968.0;
WindowsDaaS;7;8;19;3;7068;6644.571428571429;10664.22857142857;
WindowsDaaS;7;8;20;4;8331;4694393.417142857;6965851.533061224;
WindowsDaaS;7;8;21;5;7973;7.314144109714285E8;1.182834242742857E9;
WindowsDaaS;7;8;22;4;7769;2.6320887250312496E7;2.6320887250312496E7;
WindowsDaaS;7;8;23;3;7552;661848.492857143;661848.492857143;
WindowsDaaS;7;8;24;4;7801;1.8037439706897327E8;1.8037439706897327E8;
WindowsDaaS;8;3;0;7;9033;0.0;2.280312E9;
WindowsDaaS;8;3;1;6;8769;5.679359999999998E8;5.679359999999998E8;
WindowsDaaS;8;3;2;5;7613;0.0;0.0;
WindowsDaaS;8;3;3;4;7146;0.0;0.0;
WindowsDaaS;8;3;4;5;7318;0.0;0.0;
WindowsDaaS;8;3;5;4;6880;NaN;NaN;
WindowsDaaS;8;3;6;5;7068;0.0;4.637149171199999E9;
WindowsDaaS;8;3;7;4;6756;0.0;0.0;
WindowsDaaS;8;3;8;3;6740;9082.125;32292.0;
WindowsDaaS;8;3;9;4;7224;6695310.222222222;6695310.222222222;
WindowsDaaS;8;3;10;3;6646;175440.0;204680.0;
WindowsDaaS;8;3;11;4;6850;2.680894125E7;5.026676484375E7;
WindowsDaaS;8;3;12;3;6678;66976.875;66976.875;
WindowsDaaS;8;3;13;4;6818;1.1627185499999998E7;1.1627185499999998E7;
WindowsDaaS;8;3;14;3;6522;82025.99999999999;82025.99999999999;
WindowsDaaS;8;3;15;4;6849;260819.99999999988;260819.99999999988;
WindowsDaaS;8;3;16;5;6896;8.390399999999999E7;8.390399999999999E7;
WindowsDaaS;8;3;17;6;6834;NaN;NaN;
WindowsDaaS;8;4;0;9;9001;1.7591681249999998E16;5.0095061059570312E16;
WindowsDaaS;8;4;1;8;8768;7.981475721679688E14;9.45952678125E14;
WindowsDaaS;8;4;2;9;9813;6.15519394875E15;5.183321219999999E15;
WindowsDaaS;8;4;3;8;8986;1.4959236368364256E14;4.5594505847743556E14;
WindowsDaaS;8;4;4;7;8441;2.3906969856000008E13;2.4838410240000008E13;
WindowsDaaS;8;4;5;6;7411;1.6691411681280005E11;1.6691411681280005E11;
WindowsDaaS;8;4;6;5;6959;5315625.0;5315625.0;
WindowsDaaS;8;5;0;7;9033;2.4307402752E12;8.138999231999999E12;
WindowsDaaS;8;5;1;8;9454;1.2531411564671997E14;6.0429223895040016E13;
WindowsDaaS;8;5;2;9;9736;1.1508464340172805E15;4.3534281395404795E15;
WindowsDaaS;8;5;3;8;9439;7.60655771834112E13;9.335320836145919E13;
WindowsDaaS;8;5;4;9;9735;9.434968394414066E14;9.434968394414065E14;
WindowsDaaS;8;5;5;8;9439;5.2591797070312506E11;7.888769560546875E11;
WindowsDaaS;8;5;6;7;8877;3.3754644E10;5.0631966E10;
WindowsDaaS;8;5;7;8;9471;8.452685256744959E12;1.46095794561024E12;
WindowsDaaS;8;5;8;7;8971;6.172588800000001E8;4.166497439999999E9;
WindowsDaaS;8;5;9;6;8659;6.22598508E7;8.448139391999999E7;
WindowsDaaS;8;5;10;5;8159;2035756.7999999998;2529273.5999999996;
WindowsDaaS;8;5;11;6;8628;4.3518384E8;5.439798E8;
WindowsDaaS;8;5;12;7;9002;3.133323648E10;5.5848592799999985E10;
WindowsDaaS;8;5;13;8;9923;7.720930483250983E10;1.3057455964321516E11;
WindowsDaaS;8;5;14;9;9891;2.3911692220416E13;1.50506323968E13;
WindowsDaaS;8;5;15;8;9470;4.988529572224402E12;1.0203810488640824E13;
WindowsDaaS;8;5;16;9;9673;2.494441273909827E15;2.787904953193336E15;
WindowsDaaS;8;5;17;10;10125;3.572403058874999E17;4.5213226213886714E17;
WindowsDaaS;8;5;18;9;9673;1.7495459953125004E16;1.7495459953125004E16;
WindowsDaaS;8;5;19;8;9704;6.416524805625E13;6.416524805625E13;
WindowsDaaS;8;5;20;7;8955;4.0194810514285713E12;4.0194810514285713E12;
WindowsDaaS;8;5;21;8;9408;1.5617942999999995E15;9.27117312E14;
WindowsDaaS;8;5;22;7;8924;1.1785235616000002E10;2.3570471232000004E10;
WindowsDaaS;8;5;23;6;8612;7.440174000000001E7;9.009585703125E7;
WindowsDaaS;8;5;24;5;7473;356548.50000000006;356548.50000000006;
WindowsDaaS;8;6;0;7;9219;2.995049820672E11;3.529880145792E11;
WindowsDaaS;8;6;1;6;8690;1.212184116E10;1.028519856E10;
WindowsDaaS;8;6;2;7;8862;1.181190772125E12;1.6610495233007812E12;
WindowsDaaS;8;6;3;8;9408;3.41576070482483E14;7.286956170292969E14;
WindowsDaaS;8;6;4;7;8971;1.551965184E13;2.438802432E13;
WindowsDaaS;8;6;5;8;9455;8.7576251203584E14;2.22921366700032E15;
WindowsDaaS;8;6;6;7;9033;2.25759485952E13;3.10419293184E13;
WindowsDaaS;8;6;7;6;8784;4.57003008E9;5.788704768E9;
WindowsDaaS;8;6;8;5;8128;2140160.0;3379200.0;
WindowsDaaS;8;6;9;4;7536;11404.8;11404.8;
WindowsDaaS;8;6;10;5;7988;2.0328466666666664E7;2.0328466666666664E7;
WindowsDaaS;8;6;11;4;7676;0.0;0.0;
WindowsDaaS;8;6;12;5;7988;0.0;0.0;
WindowsDaaS;8;6;13;4;7645;0.0;0.0;
WindowsDaaS;8;6;14;3;7161;0.0;0.0;
WindowsDaaS;8;6;15;4;7739;0.0;5129102.222222222;
WindowsDaaS;8;6;16;3;7317;628053.3333333334;628053.3333333334;
WindowsDaaS;8;6;17;4;7754;7.331510666666666E7;8.154070400000001E7;
WindowsDaaS;8;6;18;5;8300;1.3803295644444448E10;1.2531939466666668E10;
WindowsDaaS;8;6;19;4;7707;3.389667555555555E7;7.061807407407406E7;
WindowsDaaS;8;6;20;5;8098;2.0368588799999996E10;2.7158118399999992E10;
WindowsDaaS;8;6;21;4;7832;0.0;0.0;
WindowsDaaS;8;6;22;3;7036;219519.99999999997;219519.99999999997;
WindowsDaaS;8;6;23;4;7630;3.399816E7;5.3122125E7;
WindowsDaaS;8;6;24;3;6818;98150.4;98150.4;
WindowsDaaS;8;7;0;9;9501;8.798070747375E9;4.863015378457032E9;
WindowsDaaS;8;7;1;10;9876;1.569142180825637E12;2.4347822166081226E12;
WindowsDaaS;8;7;2;9;9486;1.469691714873344E12;4.915731887547207E11;
WindowsDaaS;8;7;3;8;9563;1.8955555544959173E9;6.51487708091736E9;
WindowsDaaS;8;7;4;7;8893;5.940221601682079E8;4.841841003635204E8;
WindowsDaaS;8;7;5;6;8534;9845368.163265307;1.1814441795918368E7;
WindowsDaaS;8;7;6;5;8129;546160.2113702624;680548.3327259475;
WindowsDaaS;8;7;7;4;7832;43541.66666666667;51705.729166666664;
WindowsDaaS;8;7;8;3;7348;10541.666666666666;12458.333333333334;
WindowsDaaS;8;7;9;4;8035;1541718.7500000002;1541718.7500000002;
WindowsDaaS;8;7;10;5;8238;8487211.059470663;3.114275247813411E7;
WindowsDaaS;8;7;11;6;8612;8.719970693877552E8;1.371074095790817E9;
WindowsDaaS;8;7;12;7;8893;5.8060042648299324E10;2.3376806645236305E10;
WindowsDaaS;8;7;13;6;8627;1.9259624244287115E7;1.6098697251914062E7;
WindowsDaaS;8;7;14;7;8955;3.809435320416296E9;5.924627267528319E9;
WindowsDaaS;8;7;15;6;8753;7.919301276562499E7;8.741712374999999E7;
WindowsDaaS;8;7;16;5;8160;3216998.4000000004;3216998.4000000004;
WindowsDaaS;8;7;17;4;7942;37318.39999999999;161081.375;
WindowsDaaS;8;7;18;5;8253;2.9261426938775506E7;2.7873697959183678E7;
WindowsDaaS;8;7;19;6;8674;4.2502149970845485E9;2.1360054857142859E9;
WindowsDaaS;8;7;20;5;8207;4.3659354375000015E7;7.952239546875E7;
WindowsDaaS;8;7;21;4;7832;203673.59999999998;239616.0;
WindowsDaaS;8;7;22;5;8097;5.0824368E7;5.0824368E7;
WindowsDaaS;8;7;23;6;8581;4.76899164E9;5.948419679999999E9;
WindowsDaaS;8;7;24;5;8472;5865300.000000001;4643362.5;
WindowsDaaS;8;8;0;9;9703;3.4064577630719992E13;4.54830494976E13;
WindowsDaaS;8;8;1;10;10110;1.1487627117242644E16;6.494293431021236E15;
WindowsDaaS;8;8;2;9;9782;6.108682827533203E12;7.215881590023596E12;
WindowsDaaS;8;8;3;8;9502;1.0285028857023859E12;1.2179639435949302E12;
WindowsDaaS;8;8;4;9;9720;3.0846300736071125E14;3.2902720785142525E14;
WindowsDaaS;8;8;5;8;9408;2.1325837545925718E12;3.3321621165508926E12;
WindowsDaaS;8;8;6;7;9064;5.603707263113839E9;6.654402374947683E9;
WindowsDaaS;8;8;7;8;9470;1.1723069773584E12;1.8812401002051423E12;
WindowsDaaS;8;8;8;9;9658;1.8222161920612062E14;2.5359226007302697E14;
WindowsDaaS;8;8;9;8;9424;2.4180565500000006E11;2.65813502175E11;
WindowsDaaS;8;8;10;7;9095;1.9915451895043736E10;2.863206997084548E10;
WindowsDaaS;8;8;11;6;8815;1.370089285714286E9;1.0739732142857144E9;
WindowsDaaS;8;8;12;7;9205;5.3476250625E9;7.440174000000001E9;
WindowsDaaS;8;8;13;6;8769;9.36E8;1.383942857142857E9;
WindowsDaaS;8;8;14;7;9111;2.2963200000000003E11;3.29472E11;
WindowsDaaS;8;8;15;8;9346;1.580343975936E13;3.4507872870428574E13;
WindowsDaaS;8;8;16;9;9657;2.76602168477029E15;1.3174627374385712E15;
WindowsDaaS;8;8;17;10;9985;5.4183300818950672E16;5.3910107705577792E16;
WindowsDaaS;8;8;18;9;9626;5.254396462531949E12;5.254396462531949E12;
WindowsDaaS;8;8;19;10;10079;6.426999225212824E14;8.416308509207268E14;
WindowsDaaS;8;8;20;9;9641;0.0;0.0;
WindowsDaaS;8;8;21;10;10282;0.0;6.892138671875E13;
WindowsDaaS;8;8;22;9;9720;3.0263727219282772E10;9.991964285714281E9;
WindowsDaaS;8;8;23;10;10031;1.7170789308379766E12;2.1689418073742864E12;
WindowsDaaS;8;8;24;9;9595;2.3923996088647957E9;2.708171140901786E9;
WindowsDaaS;4;3;0;5;8096;3.0277632E9;3.0277632E9;
WindowsDaaS;4;3;1;6;8737;9.149529312E9;7.4721156048E10;
WindowsDaaS;4;3;2;5;8253;6.50475E8;6.50475E8;
WindowsDaaS;4;3;3;6;8675;1.0814146875E11;1.0814146875E11;
WindowsDaaS;4;3;4;5;8128;1.132910625E9;1.64787E9;
WindowsDaaS;4;3;5;4;6959;5.79329296875E7;1.28062265625E8;
WindowsDaaS;4;3;6;3;6709;4314600.0;4314600.0;
WindowsDaaS;4;3;7;4;6896;4.539024E8;7.2340695E8;
WindowsDaaS;4;3;8;5;6974;4.3524984825E10;4.3524984825E10;
WindowsDaaS;4;3;9;6;8128;3.149834428125E11;3.149834428125E11;
WindowsDaaS;4;3;10;7;8893;1.39053915E12;1.792491873046875E12;
WindowsDaaS;4;3;11;8;9361;1.22767734375E11;1.22767734375E11;
WindowsDaaS;4;3;12;9;9657;2.7449696893132812E13;7.769545656238081E13;
WindowsDaaS;4;3;13;8;8566;NaN;NaN;
WindowsDaaS;4;3;14;9;9875;0.0;0.0;
WindowsDaaS;4;3;15;10;10126;NaN;NaN;
WindowsDaaS;4;3;16;9;9969;0.0;0.0;
WindowsDaaS;4;5;0;5;7925;1.92263544E10;3.4246943775E10;
WindowsDaaS;4;5;1;4;7505;6.1509375E7;6.1509375E7;
WindowsDaaS;4;5;2;3;6818;117465.8203125;125296.875;
WindowsDaaS;4;5;3;4;7208;2.9403E7;3.675375E7;
WindowsDaaS;4;5;4;3;6803;763171.875;763171.875;
WindowsDaaS;4;5;5;4;7567;2.344464E7;3.3010053120000005E7;
WindowsDaaS;4;5;6;3;6725;2950.0;4425.0;
WindowsDaaS;4;5;7;4;7473;460350.0;690525.0;
WindowsDaaS;4;5;8;5;8144;2.983068E7;4.474602E7;
WindowsDaaS;4;5;9;4;7536;452563.19999999995;377136.00000000006;
WindowsDaaS;4;5;10;5;7770;7.70836248E7;1.445317965E8;
WindowsDaaS;4;5;11;4;8300;2.6365140900000006E7;3.3988796099999994E7;
WindowsDaaS;4;5;12;3;7083;22470.0;22470.0;
WindowsDaaS;4;5;13;4;7832;7339474.800000001;9892335.600000001;
WindowsDaaS;4;5;14;5;7988;1.7474982209999998E9;1.7474982209999998E9;
WindowsDaaS;4;5;15;4;8675;651.24;693.3599999999999;
WindowsDaaS;4;5;16;3;7286;68.90625;68.90625;
WindowsDaaS;4;5;17;4;7895;10843.875;10843.875;
WindowsDaaS;4;5;18;3;7426;2080.08;2080.08;
WindowsDaaS;4;5;19;4;7599;130957.4;883962.45;
WindowsDaaS;4;5;20;5;8160;526913.8560000001;263456.928;
WindowsDaaS;4;5;21;4;7738;983.04;2621.44;
WindowsDaaS;4;5;22;3;7426;288.0;144.0;
WindowsDaaS;4;5;23;4;7801;107827.20000000001;113817.59999999999;
WindowsDaaS;4;5;24;5;8004;3773952.0;3773952.0;
WindowsDaaS;4;6;0;5;8112;4.4665802999999985E10;5.024902837499998E10;
WindowsDaaS;4;6;1;6;8628;2.984280489815624E11;9.830571025274995E11;
WindowsDaaS;4;6;2;7;8955;1.0726086320438479E12;1.6274062003423904E12;
WindowsDaaS;4;6;3;8;9376;1.0356221274906121E13;1.1390681087999996E13;
WindowsDaaS;4;6;4;7;8924;4.091361624E11;6.137042435999998E11;
WindowsDaaS;4;6;5;6;8597;1.4820230791836734E11;2.0377817338775507E11;
WindowsDaaS;4;6;6;5;8019;8.835206625E9;1.1359551374999998E10;
WindowsDaaS;4;6;7;6;8706;1.478286336E12;1.3246293333333335E12;
WindowsDaaS;4;6;8;7;9018;1.141415891875E12;5.4111568207407416E11;
WindowsDaaS;4;6;9;6;8675;2.83231077355102E11;4.531697237681631E11;
WindowsDaaS;4;6;10;5;7691;3.9181471875E9;3.9181471875E9;
WindowsDaaS;4;6;11;6;8691;3.2498680032E11;6.528752685000001E11;
WindowsDaaS;4;6;12;7;8971;3.1477914731250008E13;3.1477914731250008E13;
WindowsDaaS;4;6;13;8;9626;8.252359087957035E14;1.5995677920593762E14;
WindowsDaaS;4;6;14;7;9018;2.1906220050000004E13;4.8775568080078125E13;
WindowsDaaS;4;6;15;6;8799;0.0;3.208907778615E11;
WindowsDaaS;4;6;16;5;8098;2.51818875E9;3.6140671875E9;
WindowsDaaS;4;6;17;6;8768;8.954134342533483E11;8.954134342533483E11;
WindowsDaaS;4;6;18;7;8924;7.860500187428571E12;5.060952812982857E12;
WindowsDaaS;4;6;19;6;8925;5.354198125714286E9;1.1473281697959187E10;
WindowsDaaS;4;6;20;5;7910;8.39741175E7;9.24392503125E7;
WindowsDaaS;4;6;21;4;7754;1320560.71875;1832015.98125;
WindowsDaaS;4;6;22;5;8425;3.407178566458334E8;6.350950460555557E8;
WindowsDaaS;4;6;23;4;7099;64951.796875;64951.796875;
WindowsDaaS;4;6;24;3;6740;230.0;230.0;
WindowsDaaS;4;7;0;3;7706;1805895.0000000005;3018424.4999999995;
WindowsDaaS;4;7;1;4;7925;4.780926014693877E7;1.5163291689795917E8;
WindowsDaaS;4;7;2;5;8191;1.1110554E10;4.469951303999999E9;
WindowsDaaS;4;7;3;4;7879;1.1730651428571425E7;1.1730651428571425E7;
WindowsDaaS;4;7;4;3;7005;107128.828125;107128.828125;
WindowsDaaS;4;7;5;4;7880;3.1164401307397958E7;3.1164401307397958E7;
WindowsDaaS;4;7;6;5;8159;4.657964981123588E9;1.618151606345663E10;
WindowsDaaS;4;7;7;4;7817;1.8544806257629395E7;1.8544806257629395E7;
WindowsDaaS;4;7;8;3;7754;1632812.5;3243359.375;
WindowsDaaS;4;7;9;4;7989;1.8338447460937498E9;1.8338447460937498E9;
WindowsDaaS;4;7;10;3;7286;1.0622102678571427E7;1.0622102678571427E7;
WindowsDaaS;4;7;11;4;7988;1.3992990141043527E9;1.7192242160470145E9;
WindowsDaaS;4;7;12;3;7504;3.604086298828125E7;3.604086298828125E7;
WindowsDaaS;4;7;13;4;7926;2.22890976E9;1.88814912E9;
WindowsDaaS;4;7;14;3;7473;1.2033354666666666E7;1.73558E7;
WindowsDaaS;4;7;15;4;7817;4.209779618887499E9;4.876192608749999E9;
WindowsDaaS;4;7;16;3;7145;1.024784630859375E7;1.456272896484375E7;
WindowsDaaS;4;7;17;4;7755;2.94562656E9;3.6820332000000005E9;
WindowsDaaS;4;7;18;3;7130;8942400.000000002;8942400.000000002;
WindowsDaaS;4;7;19;4;7443;1.57743936E9;2.36615904E9;
WindowsDaaS;4;7;20;3;7114;1.2354706285714284E7;1.2354706285714284E7;
WindowsDaaS;4;7;21;4;7848;2.24347725E9;2.24347725E9;
WindowsDaaS;4;7;22;3;7177;1.09974375E7;1.3196925E7;
WindowsDaaS;4;7;23;4;7801;2.1271488E9;2.8779072E9;
WindowsDaaS;4;7;24;5;8145;7.383552E10;7.383552E10;
WindowsDaaS;4;8;0;3;7425;5682108.342857143;5190868.8;
WindowsDaaS;4;8;1;4;7864;1.4383796523428571E9;1.7356437907200003E9;
WindowsDaaS;4;8;2;3;7395;2.8153563428571425E7;2.8153563428571425E7;
WindowsDaaS;4;8;3;4;7895;6.48965625E9;7.79625E9;
WindowsDaaS;4;8;4;3;7302;883391.7857142856;1541845.8482142857;
WindowsDaaS;4;8;5;4;7879;1.0676717139136907E9;1.5685684160714283E9;
WindowsDaaS;4;8;6;3;7442;6785752.3809523815;8347857.142857145;
WindowsDaaS;4;8;7;4;7832;3.8627153296875005E9;4.0567962616071424E9;
